penalty,support,status,norm,prime,valuation,gcd_degree
5,-1:1;1:7;1:13,obstructed,26709567475509019882958272083632603213357,35911,1,1
5,-1:1;1:7;1:14,obstructed,27034910873513243053786809657709618491199,401,1,1
5,-1:1;1:7;1:15,survivor,26710981506089941562660285913207129597101,,,
5,-1:1;1:7;1:16,obstructed,26647476618169537070338499540909790973447,937,1,1
5,-1:1;1:7;1:17,obstructed,26638456967558434737281117151962078762911,1123102461769,1,1
5,-1:1;1:7;1:18,obstructed,26639872128610025048658064615188451833551,248569,1,1
5,-1:1;1:7;1:19,obstructed,26637975516535334285321160778637493543821,39541238582890111,1,1
5,-1:1;1:7;1:20,survivor,26608787887249715664997534060540154369603,,,
5,-1:1;1:7;1:21,survivor,26614623649473816858207240735119553582209,,,
5,-1:1;1:7;1:22,obstructed,26657627534647281003971098161699811897283,535061,1,1
5,-1:1;1:7;1:23,obstructed,26644037470855450992396942097039116776291,843127,1,1
5,-1:1;1:7;1:24,obstructed,26638143152277170775545334609179681162483,2143,1,1
5,-1:1;1:7;1:25,obstructed,26633030019662857346359708604040409408063,937,1,1
5,-1:1;1:7;1:26,obstructed,26630477507408318896908498341950641430829,660217,1,1
5,-1:1;1:7;1:27,obstructed,26633907894346735262279375831850698169353,528054135047096309,1,1
5,-1:1;1:7;1:28,obstructed,26640378284988526152455944491457219264673,4596377881190647,1,1
5,-1:1;1:7;1:29,obstructed,26647837896824746686723112583949085908349,2604557,1,1
5,-1:1;1:7;1:30,obstructed,27034963478520755968627600694639933133353,9827827,1,1
5,-1:1;1:7;1:31,obstructed,26647474214768554669712514099326845725469,255723579794961731,1,1
5,-1:1;1:7;1:32,obstructed,26636401362362694867393241111259198203397,401,2,2
5,-1:1;1:7;1:33,obstructed,26248275467821023560507586029810934076727,4153,1,1
5,-1:1;1:8;1:9,survivor,25873638762146865509497953247062113798783,,,
5,-1:1;1:8;1:10,obstructed,26568450480774243163185078643095765243799,1783639159,1,1
5,-1:1;1:8;1:11,obstructed,26633367725123206507876888536513909678461,719177,1,1
5,-1:1;1:8;1:12,obstructed,26641538571950790118911323481179358732407,1442509,1,1
5,-1:1;1:8;1:13,obstructed,26639881057220335209490050295052624769191,401,1,1
5,-1:1;1:8;1:14,survivor,26647415993525062451070952660875102137927,,,
5,-1:1;1:8;1:15,obstructed,26709931119485309156739598579428368108771,217585543139,1,1
5,-1:1;1:8;1:16,obstructed,27034900388570460716667556681978176191777,361548347,1,1
5,-1:1;1:8;1:17,obstructed,26711000522343295886634797602524728254777,1660413945685730783,1,1
5,-1:1;1:8;1:18,obstructed,26647454831457066790321465471720271711053,937,1,1
5,-1:1;1:8;1:19,survivor,26639391065687772921530265275418145984871,,,
5,-1:1;1:8;1:20,survivor,26633293482563078289463493839982961462889,,,
5,-1:1;1:8;1:21,obstructed,26639660288445718703792331522531196719791,131826187773027217979,1,1
5,-1:1;1:8;1:22,obstructed,26663202800319236103172346602350297570347,401,1,1
5,-1:1;1:8;1:23,survivor,26636199484712567962331663449432175502673,,,
5,-1:1;1:8;1:24,obstructed,26614441221659008668661198592593131525109,4957,1,1
5,-1:1;1:8;1:25,obstructed,26600358575167556393603719708756573100911,2143,1,1
5,-1:1;1:8;1:26,obstructed,26629374914169347513013821864539929584971,5130853031,1,1
5,-1:1;1:8;1:27,obstructed,26638846110547187654710179493687121318623,2892844985743,1,1
5,-1:1;1:8;1:28,obstructed,26640637122632840383714456916542323238697,3000929,1,1
5,-1:1;1:8;1:29,obstructed,26709608362663645500227649271039986014749,401,1,1
5,-1:1;1:8;1:30,obstructed,26709593882917583931328922077968972288881,925383490897,1,1
5,-1:1;1:8;1:31,obstructed,26640298340853014765750198401460054128597,8623033,1,1
5,-1:1;1:8;1:32,survivor,26637572484669445426898955777932425784573,,,
5,-1:1;1:8;1:33,survivor,26248862100346872172358063372901684435317,,,
5,-1:1;1:9;1:10,survivor,25873691894425700247487769295037559003701,,,
5,-1:1;1:9;1:11,obstructed,26568449610801326919092674254908257752859,1131763,1,1
5,-1:1;1:9;1:12,obstructed,26633152785893375802924661521404708145647,102643,1,1
5,-1:1;1:9;1:13,obstructed,26639293057170213495426368056081399609123,10853,1,1
5,-1:1;1:9;1:14,survivor,26639921549123435580651948964513117525417,,,
5,-1:1;1:9;1:15,obstructed,26639801776596229717999233302331410807413,22109,1,1
5,-1:1;1:9;1:16,obstructed,26648264615885011086512071277070144319799,4421,1,1
5,-1:1;1:9;1:17,survivor,26708260356587568543894416843870703423317,,,
5,-1:1;1:9;1:18,obstructed,27034901804142735072421154270021628745289,2411,1,1
5,-1:1;1:9;1:19,obstructed,26705501495314614481574967640459075754981,27067,1,1
5,-1:1;1:9;1:20,survivor,26649608783428667548591358549334976181267,,,
5,-1:1;1:9;1:21,obstructed,26639888195135690218579898872041788066009,109134199817,1,1
5,-1:1;1:9;1:22,obstructed,26663193699386444852633967269110471867511,106261,1,1
5,-1:1;1:9;1:23,survivor,26641747910970976049751237162134484178931,,,
5,-1:1;1:9;1:24,obstructed,26630268957521567687869025640711651885533,13308343,1,1
5,-1:1;1:9;1:25,survivor,26623661491932534526988525635564473224371,,,
5,-1:1;1:9;1:26,obstructed,26632156166254717033462494084566362826321,78121,1,1
5,-1:1;1:9;1:27,obstructed,26614889128489642150562901991468204680067,2411,1,1
5,-1:1;1:9;1:28,obstructed,26642624655496541352093956516483370383071,401,1,1
5,-1:1;1:9;1:29,survivor,27034258752143493008492503846672312575347,,,
5,-1:1;1:9;1:30,obstructed,26647839530024072556801929918978994577637,401,1,1
5,-1:1;1:9;1:31,obstructed,26640843663740160354599869527327487265851,1607,1,1
5,-1:1;1:9;1:32,obstructed,26636401240612495954735502688438037753249,1369400351957213,1,1
5,-1:1;1:9;1:33,survivor,26248418255615066495369829010494244474187,,,
5,-1:1;1:10;1:11,obstructed,25873627279358608870616488121459710507033,6029,1,1
5,-1:1;1:10;1:12,obstructed,26568244923751867015146977941269535550407,24923,1,1
5,-1:1;1:10;1:13,survivor,26633116279334546007108663261827391645509,,,
5,-1:1;1:10;1:14,obstructed,26639024321362085224142065460873098303201,262103,1,1
5,-1:1;1:10;1:15,obstructed,26642051749362742933221034245902450835443,4019,1,1
5,-1:1;1:10;1:16,obstructed,26639986314405419319570191338159861527593,937,1,1
5,-1:1;1:10;1:17,survivor,26638235248830695777805640413527547704417,,,
5,-1:1;1:10;1:18,survivor,26648234572223614289917988794813646304133,,,
5,-1:1;1:10;1:19,obstructed,26686608342213004992469008232968000435911,3617,1,1
5,-1:1;1:10;1:20,survivor,27034834493160404764185960497441649155737,,,
5,-1:1;1:10;1:21,obstructed,26709628283904672354863394809260452894487,3039800169929,1,1
5,-1:1;1:10;1:22,obstructed,26671533936845974934476039678785949849873,1741,1,1
5,-1:1;1:10;1:23,obstructed,26634247395133689605482654173600908969801,19192938769819691,1,1
5,-1:1;1:10;1:24,survivor,26630497533829242241561319139745973528297,,,
5,-1:1;1:10;1:25,obstructed,26637985483565778324960762024463418538277,937,1,1
5,-1:1;1:10;1:26,obstructed,26633653811717409546466893473632360791761,23010613,1,1
5,-1:1;1:10;1:27,obstructed,26641302211617802947445438382272394060791,63113,1,1
5,-1:1;1:10;1:28,survivor,26709194271978654099813543435328232384009,,,
5,-1:1;1:10;1:29,survivor,26706868552397978805952573432832906267473,,,
5,-1:1;1:10;1:30,obstructed,26615605852397886191217656014744473086749,1607,1,1
5,-1:1;1:10;1:31,obstructed,26634704809709377505609410270958656778591,74771,1,1
5,-1:1;1:10;1:32,obstructed,26634987527789247571809278828691681747071,1623163205315347,1,1
5,-1:1;1:10;1:33,obstructed,26248176853627905413826854406317142956981,27105695941,1,1
5,-1:1;1:11;1:12,survivor,25873442448384538975406976140773190215049,,,
5,-1:1;1:11;1:13,survivor,26568418350881471177855919345588106732813,,,
5,-1:1;1:11;1:14,obstructed,26634711098883244581830509353648555026701,804871485793951,1,1
5,-1:1;1:11;1:15,obstructed,26641511068217878057338126031761905757031,90114766194521,1,1
5,-1:1;1:11;1:16,survivor,26639919112891901903855882806078489805027,,,
5,-1:1;1:11;1:17,obstructed,26641283271230533464889974775094226531977,1477648819,1,1
5,-1:1;1:11;1:18,obstructed,26638330617385490975148290611382049106499,1607,1,1
5,-1:1;1:11;1:19,survivor,26634134970946657167520547197563850574243,,,
5,-1:1;1:11;1:20,survivor,26647571504723225256514857632713923649733,,,
5,-1:1;1:11;1:21,obstructed,26709549893300118815335125375455820537527,1932474433,1,1
5,-1:1;1:11;1:22,obstructed,27051203884797736352431072337918662117201,35763537037574657,1,1
5,-1:1;1:11;1:23,obstructed,26705520857734344232010523063053123824127,1741,1,1
5,-1:1;1:11;1:24,obstructed,26647786674430228379707546203317848927667,1741,1,1
5,-1:1;1:11;1:25,obstructed,26639814668093837755063258598508631846273,1116041350102673,1,1
5,-1:1;1:11;1:26,obstructed,26614866763939515049362145923219437883299,668950913,1,1
5,-1:1;1:11;1:27,survivor,26647499518644897896745134688517645498841,,,
5,-1:1;1:11;1:28,survivor,27034908864498181484786507321244488245193,,,
5,-1:1;1:11;1:29,survivor,26647546325961123544837083532880271891659,,,
5,-1:1;1:11;1:30,obstructed,26639810604105992979637314241324920360197,937,1,1
5,-1:1;1:11;1:31,obstructed,26638395500566658784431682368429416274489,2953312272192949763,1,1
5,-1:1;1:11;1:32,survivor,26629325188772740747347050652590734890127,,,
5,-1:1;1:11;1:33,survivor,26218628033348021738855789783923890294863,,,
5,-1:1;1:12;1:13,obstructed,25873677093105133923955433872462631636219,2411,1,1
5,-1:1;1:12;1:14,obstructed,26569771959138718800446299578194959491197,28453693,1,1
5,-1:1;1:12;1:15,obstructed,26634214801747501517488388103712427352799,2648509,1,1
5,-1:1;1:12;1:16,obstructed,26639351797030646588447138152624910695333,3282279079,1,1
5,-1:1;1:12;1:17,obstructed,26637646556134045479710776891729203345859,337621650930052061,1,1
5,-1:1;1:12;1:18,obstructed,26636615980938311060431013420059005791683,6029,1,1
5,-1:1;1:12;1:19,survivor,26639756854885156632470309024891765491981,,,
5,-1:1;1:12;1:20,obstructed,26639752901970560188239787243591350987587,1156496513,1,1
5,-1:1;1:12;1:21,obstructed,26631365878466426234286067920961951964849,119988289,1,1
5,-1:1;1:12;1:22,obstructed,26663229879450672911752256706427001393309,13399,1,1
5,-1:1;1:12;1:23,obstructed,26712358360471376945083797273012879947881,11657,1,1
5,-1:1;1:12;1:24,survivor,27034906594229682647343681265689706308491,,,
5,-1:1;1:12;1:25,obstructed,26709600089336942317529802231050446374379,2251140460861111,1,1
5,-1:1;1:12;1:26,obstructed,26642624660499644418865641428243511762781,28360831,1,1
5,-1:1;1:12;1:27,survivor,26709687292194184029807875941333711229531,,,
5,-1:1;1:12;1:28,survivor,26709579090930788623546100974022596184069,,,
5,-1:1;1:12;1:29,obstructed,26638931099565688985607419663680133008433,20233,1,1
5,-1:1;1:12;1:30,obstructed,26634161418122501219678988289525026211799,12698911,1,1
5,-1:1;1:12;1:31,obstructed,26614921351965678527893362660531538741811,5631751,1,1
5,-1:1;1:12;1:32,obstructed,26630170934794731330122850748060979286503,1439293,1,1
5,-1:1;1:12;1:33,obstructed,26247244367979616144085810444348517953951,887884799443,1,1
5,-1:1;1:13;1:14,obstructed,25877916699511760888881831136062568971573,2466175985332133,1,1
5,-1:1;1:13;1:15,survivor,26570119888839319635631165320426751975697,,,
5,-1:1;1:13;1:16,obstructed,26633524662342642745043516553157912522009,33767,1,1
5,-1:1;1:13;1:17,obstructed,26636990600101620616862503576272382094947,4019,1,1
5,-1:1;1:13;1:18,obstructed,26614719970085066629601092044723794966171,2143,1,1
5,-1:1;1:13;1:19,survivor,26639568394040417833138800709917263443841,,,
5,-1:1;1:13;1:20,obstructed,26632788525916172873656367137222424352667,401,1,1
5,-1:1;1:13;1:21,obstructed,26630461054478840458286876839292487009631,145663493,1,1
5,-1:1;1:13;1:22,obstructed,26663145743354300657236276566813473472473,56756982885397481,1,1
5,-1:1;1:13;1:23,obstructed,26642729866234835042235456192681867195421,74101,1,1
5,-1:1;1:13;1:24,obstructed,26647486919404747743388339265425731809131,937,1,1
5,-1:1;1:13;1:25,survivor,26709593906072762435097323705010698276891,,,
5,-1:1;1:13;1:26,survivor,27041847502715641088661793812983161691543,,,
5,-1:1;1:13;1:27,obstructed,27095032879060183547719149728438549756639,40781629277,1,1
5,-1:1;1:13;1:28,survivor,26631815579359376818534291362361217342419,,,
5,-1:1;1:13;1:29,survivor,26634146954435493816293914040463137639309,,,
5,-1:1;1:13;1:30,obstructed,26638633220463143490014478298560929134903,1114791690415951043,1,1
5,-1:1;1:13;1:31,obstructed,26641816471926033939941347400415396738221,178889,1,1
5,-1:1;1:13;1:32,obstructed,26635906540128512692869673732153974886171,18423659,1,1
5,-1:1;1:13;1:33,survivor,26248339348816213450159977218946496210177,,,
5,-1:1;1:14;1:15,obstructed,25873648355876076261152707017739160677231,206654531,1,1
5,-1:1;1:14;1:16,obstructed,26568376937064568142850048467958345204347,401,1,1
5,-1:1;1:14;1:17,survivor,26630808627143604646563245068528724516363,,,
5,-1:1;1:14;1:18,obstructed,26632591210921213902341199451281643914929,1308911,1,1
5,-1:1;1:14;1:19,survivor,26630376057297599129503854051672597811841,,,
5,-1:1;1:14;1:20,obstructed,26630991245986841384767466122614335680799,401,1,1
5,-1:1;1:14;1:21,obstructed,26641806005541960647706435829400991594271,899273,1,1
5,-1:1;1:14;1:22,survivor,26663255052618780735092558554877572984817,,,
5,-1:1;1:14;1:23,obstructed,26641091739551294984360796759468475566883,1607,1,1
5,-1:1;1:14;1:24,survivor,26633101340716366119810321663905164967161,,,
5,-1:1;1:14;1:25,obstructed,26616445878692696203712908539047487525301,137674104540747193,1,1
5,-1:1;1:14;1:26,obstructed,26712335877737924654802769894978286286197,518311,1,1
5,-1:1;1:14;1:27,obstructed,26755315961840297814093483835105248922403,258420781529,1,1
5,-1:1;1:14;1:28,survivor,27035581076201426584177566402513943002263,,,
5,-1:1;1:14;1:29,obstructed,26709601658971043283810668711691990457421,2411,1,1
5,-1:1;1:14;1:30,survivor,26648986723213858858624549228641607714861,,,
5,-1:1;1:14;1:31,survivor,26639853416733692984411929874487997186159,,,
5,-1:1;1:14;1:32,obstructed,26636931823594124855278690494038674111751,401,3,3
5,-1:1;1:14;1:33,obstructed,26248330908608254990374241964999695361353,15661244595109,1,1
5,-1:1;1:15;1:16,survivor,25873595016426362771534548167339269840389,,,
5,-1:1;1:15;1:17,survivor,26561025490298907075342380527474696876973,,,
5,-1:1;1:15;1:18,obstructed,26623744965793220887293249420090386059247,4019,1,1
5,-1:1;1:15;1:19,survivor,26629836518471027266485741159192263820731,,,
5,-1:1;1:15;1:20,obstructed,26637992423858871653747054399991630635197,8039,1,1
5,-1:1;1:15;1:21,obstructed,26633320281082430887509512484195782566859,401,1,1
5,-1:1;1:15;1:22,obstructed,26639825153916417009258092158307999341969,3617,1,1
5,-1:1;1:15;1:23,survivor,26637045735273243537019220849746425256159,,,
5,-1:1;1:15;1:24,survivor,26638068442860385016286171946670481489577,,,
5,-1:1;1:15;1:25,survivor,26647412031444808823199427884974091155059,,,
5,-1:1;1:15;1:26,obstructed,27034968367610774787848411088152260789727,2143,1,1
5,-1:1;1:15;1:27,survivor,26642708190064842678412676349893814560401,,,
5,-1:1;1:15;1:28,obstructed,26646739829911000944508195149426008528461,18223,1,1
5,-1:1;1:15;1:29,obstructed,26709598866521688478849439310790338392431,124879691,1,1
5,-1:1;1:15;1:30,obstructed,27035225250297047241138469332232261480877,88037,1,1
5,-1:1;1:15;1:31,survivor,26709593948444046810262297210041928365319,,,
5,-1:1;1:15;1:32,survivor,26645395670904127574387810559481627194007,,,
5,-1:1;1:15;1:33,survivor,26249416390618161976781197414367807969971,,,
5,-1:1;1:16;1:17,survivor,25839445246587568797822070552240080880127,,,
5,-1:1;1:16;1:18,survivor,26554021222749389892696166386227958648191,,,
5,-1:1;1:16;1:19,obstructed,26608762223054097668041759240793109378709,1373543683,1,1
5,-1:1;1:16;1:20,obstructed,26632731259979321271232602362039791717619,6029,1,1
5,-1:1;1:16;1:21,survivor,26638496082993546576225415382836418451199,,,
5,-1:1;1:16;1:22,obstructed,26663074181049393656927291977411686547319,210590161981,1,1
5,-1:1;1:16;1:23,obstructed,26642056971652816660471261568645403744703,401,1,1
5,-1:1;1:16;1:24,obstructed,26642763084930689576939094976647148777453,5958930553,1,1
5,-1:1;1:16;1:25,obstructed,26709657448494989730234641609474868504053,401,1,1
5,-1:1;1:16;1:26,obstructed,26709578543980541020570203393606125254687,179693,1,1
5,-1:1;1:16;1:27,obstructed,26639032946594600452179130045725430931903,401,1,1
5,-1:1;1:16;1:28,obstructed,26633224785928274313756456846697209661177,134401,1,1
5,-1:1;1:16;1:29,obstructed,26639766018296536702071444723149236957513,207273999259,1,1
5,-1:1;1:16;1:30,survivor,26647467180064884669234520039790531118163,,,
5,-1:1;1:16;1:31,obstructed,26709639848663611600515300300950308853683,819903290581,1,1
5,-1:1;1:16;1:32,obstructed,27032759909830822466264049672304967263057,1741,1,1
5,-1:1;1:16;1:33,obstructed,26329344391251731163144908967728979787783,97283,1,1
5,-1:1;1:17;1:18,obstructed,25871071425675413435517420392470495655761,300291006635551157,1,1
5,-1:1;1:17;1:19,obstructed,26566786894193062971206964225020263504019,25113457507,1,1
5,-1:1;1:17;1:20,obstructed,26631681403486249687973356795583403764009,21526429,1,1
5,-1:1;1:17;1:21,obstructed,26638537836991236595748621433319127825023,46461992617459,1,1
5,-1:1;1:17;1:22,survivor,26661691512843138774758151970852990236191,,,
5,-1:1;1:17;1:23,survivor,26640497538778932675973528580473462291457,,,
5,-1:1;1:17;1:24,obstructed,26646020254457034736178890337186569648663,25170119407,1,1
5,-1:1;1:17;1:25,obstructed,27034187737968511724164607707895062643473,4153,1,1
5,-1:1;1:17;1:26,obstructed,26646859633917490618643512938411383710091,5578553,1,1
5,-1:1;1:17;1:27,survivor,26637501100355466718147474903921021069969,,,
5,-1:1;1:17;1:28,obstructed,26613090694441221020300814394010576555333,7357141091,1,1
5,-1:1;1:17;1:29,survivor,26637858068652309661882692144767375360011,,,
5,-1:1;1:17;1:30,obstructed,26638361902375191081192096783489876204049,10853,1,1
5,-1:1;1:17;1:31,survivor,26646846918384061044851404903992756959749,,,
5,-1:1;1:17;1:32,survivor,26713687086760511991495406437666337179431,,,
5,-1:1;1:17;1:33,obstructed,26708655577023777716544114539614068381391,164724561983,1,1
5,-1:1;1:18;1:19,survivor,25873644172836975460561538326333796418679,,,
5,-1:1;1:18;1:20,obstructed,26568467006596501528107535252904287372421,401,1,1
5,-1:1;1:18;1:21,survivor,26633664419165351750987985520481699177747,,,
5,-1:1;1:18;1:22,obstructed,26662762724301699256761607365753390564679,3041933,1,1
5,-1:1;1:18;1:23,obstructed,26642638223084205888141406641605408758747,1948091,1,1
5,-1:1;1:18;1:24,survivor,26709598891350150654370777119278676938707,,,
5,-1:1;1:18;1:25,survivor,26709600138544253998274206210707963369209,,,
5,-1:1;1:18;1:26,obstructed,26639880651612230739960356583023585439383,2411,1,1
5,-1:1;1:18;1:27,obstructed,26641992493969832569499980701435022515953,26025677917,1,1
5,-1:1;1:18;1:28,survivor,26634214689343373642893749103361976720511,,,
5,-1:1;1:18;1:29,obstructed,26648144825526205775048418505974762268459,7862978116926461,1,1
5,-1:1;1:18;1:30,survivor,26709606166245671380792185546721097667791,,,
5,-1:1;1:18;1:31,obstructed,27034898088589153509679076957363445281551,1607,1,1
5,-1:1;1:18;1:32,obstructed,26706849208599725457652671013948216092059,2143,1,1
5,-1:1;1:18;1:33,obstructed,26258488173609487594671605490450219384667,4421,1,1
5,-1:1;1:19;1:20,survivor,25873659701158663264655663538700368585137,,,
5,-1:1;1:19;1:21,survivor,26568565548431822904042097275709460168459,,,
5,-1:1;1:19;1:22,obstructed,26657602699824475815730682024328265156507,4153,1,1
5,-1:1;1:19;1:23,survivor,26649947572741391202114294908781935823097,,,
5,-1:1;1:19;1:24,obstructed,27034885458158122400704208439898774170857,1741,1,1
5,-1:1;1:19;1:25,obstructed,26647567863008335816624048820635058637949,401,1,1
5,-1:1;1:19;1:26,survivor,26639704182381202723439839104541390554617,,,
5,-1:1;1:19;1:27,survivor,26647582681211654277374312301620862050441,,,
5,-1:1;1:19;1:28,obstructed,26709520043700137271951199218049577961341,86161,1,1
5,-1:1;1:19;1:29,survivor,27030366488395441004957930589348122796979,,,
5,-1:1;1:19;1:30,survivor,26709607475327824176708661446752886841001,,,
5,-1:1;1:19;1:31,obstructed,26647526762870730010856971425330081196573,31489,1,1
5,-1:1;1:19;1:32,obstructed,26639814382163453448388871738415511863233,10987,1,1
5,-1:1;1:19;1:33,survivor,26248426403250733539966679884417907224581,,,
5,-1:1;1:20;1:21,survivor,25873691875382474376097534876388960110211,,,
5,-1:1;1:20;1:22,obstructed,26593952321700656238387818524875060920059,401,1,1
5,-1:1;1:20;1:23,obstructed,26706868553791219396764549518175893478577,1351958963,1,1
5,-1:1;1:20;1:24,obstructed,26710013083594747682473843149241747895719,92459,1,1
5,-1:1;1:20;1:25,obstructed,26648234669085754534295256792236068698311,6967,1,1
5,-1:1;1:20;1:26,obstructed,26709607889942678851393034218595576480489,1850566799,1,1
5,-1:1;1:20;1:27,survivor,27034934881868997598784219549076144090001,,,
5,-1:1;1:20;1:28,survivor,26709579108458251916538921031626617122663,,,
5,-1:1;1:20;1:29,obstructed,26623489670451468764024442383535282827423,1607,1,1
5,-1:1;1:20;1:30,survivor,26642693433965500652179308858192811514693,,,
5,-1:1;1:20;1:31,obstructed,26639993496069938993336777781381810402493,42804387551,1,1
5,-1:1;1:20;1:32,obstructed,26636104918168472589293214327469462976209,946581230689,1,1
5,-1:1;1:20;1:33,obstructed,26248189310762922231105895701680600739673,19593881,1,1
5,-1:1;1:21;1:22,survivor,25907880944907773281565097644445161860639,,,
5,-1:1;1:21;1:23,obstructed,26975039470135618392661447693917950516353,110951,1,1
5,-1:1;1:21;1:24,survivor,26712335877738041730742551688256908851367,,,
5,-1:1;1:21;1:25,survivor,27034569640416874538841848196382323094691,,,
5,-1:1;1:21;1:26,obstructed,26709599291792749387698754564826731942081,4957,1,1
5,-1:1;1:21;1:27,obstructed,26647537285226995562897148064909379332711,2497357,1,1
5,-1:1;1:21;1:28,obstructed,26640268547839729961769867072224071661359,937,1,1
5,-1:1;1:21;1:29,obstructed,26633209539155374053702036654910970747471,113497,1,1
5,-1:1;1:21;1:30,survivor,26638258812303376232847651081232828777253,,,
5,-1:1;1:21;1:31,survivor,26640594666167555480407818228779361728123,,,
5,-1:1;1:21;1:32,obstructed,26636869050892242835659692407633427083957,2411,1,1
5,-1:1;1:21;1:33,obstructed,26248369619587078852926501143645013747059,509486759,1,1
5,-1:1;1:22;1:23,obstructed,26354767503638646664227706761232825271689,401,2,2
5,-1:1;1:22;1:24,obstructed,26663961264026934303274299578641141122311,5923295531,1,1
5,-1:1;1:22;1:25,survivor,26665981614848885412393606360705128162839,,,
5,-1:1;1:22;1:26,survivor,26663631426930750579510395259164246618221,,,
5,-1:1;1:22;1:27,survivor,26663341716304213600880931884847550405489,,,
5,-1:1;1:22;1:28,survivor,26664638946370112280451876447326748612883,,,
5,-1:1;1:22;1:29,obstructed,26662367275114084392964075511807677700171,11407687,1,1
5,-1:1;1:22;1:30,survivor,26660430219950931397008008237748836733677,,,
5,-1:1;1:22;1:31,survivor,26663168683041379940610586234622625194011,,,
5,-1:1;1:22;1:32,survivor,26660378000788953304823610668383305043697,,,
5,-1:1;1:22;1:33,obstructed,26275330312458800252384865356396426482961,724403,1,1
5,-1:1;1:23;1:24,obstructed,25877916699511860669395135180550477419267,2411,1,1
5,-1:1;1:23;1:25,obstructed,26573000822869853456266370116051405235663,1420399,1,1
5,-1:1;1:23;1:26,obstructed,26636619729067208899175826096367675914139,170179,1,1
5,-1:1;1:23;1:27,survivor,26641666807706681947340834391318340539343,,,
5,-1:1;1:23;1:28,obstructed,26642269867399571120245743236783879745293,43013,1,1
5,-1:1;1:23;1:29,survivor,26642686688549054836093830887326853797103,,,
5,-1:1;1:23;1:30,obstructed,26617841571990649951222133898180421757719,72051978272929,1,1
5,-1:1;1:23;1:31,obstructed,26641845870653516256385304914368200470643,2411,1,1
5,-1:1;1:23;1:32,survivor,26639812705297524048196376421181357847609,,,
5,-1:1;1:23;1:33,obstructed,26252165368839097347871197522758666714867,937,1,1
5,-1:1;1:24;1:25,survivor,25873648142645392001505383579756261354759,,,
5,-1:1;1:24;1:26,survivor,26568454555040060993653822962878285190637,,,
5,-1:1;1:24;1:27,survivor,26633447888087140941534442006472801651759,,,
5,-1:1;1:24;1:28,obstructed,26639178643005374936729691976319362483069,189743,1,1
5,-1:1;1:24;1:29,survivor,26641206174795540293098711597801366632613,,,
5,-1:1;1:24;1:30,survivor,26633788852201904408790353418308643027667,,,
5,-1:1;1:24;1:31,obstructed,26641120386786861967937296241872420772543,401,1,1
5,-1:1;1:24;1:32,survivor,26636162882840436757175638833932508264181,,,
5,-1:1;1:24;1:33,obstructed,26248323434576677857440885539812101322791,7369,1,1
5,-1:1;1:25;1:26,survivor,25873642727014472990774697054705861176441,,,
5,-1:1;1:25;1:27,obstructed,26568995165253688314191435789593239332249,73216259,1,1
5,-1:1;1:25;1:28,obstructed,26636202467937005707637115512928242554961,592681,1,1
5,-1:1;1:25;1:29,obstructed,26639330983273934984749493341091657835779,401,1,1
5,-1:1;1:25;1:30,survivor,26638928309733169083758815868982891159881,,,
5,-1:1;1:25;1:31,survivor,26633281549205820550955536432600192588627,,,
5,-1:1;1:25;1:32,obstructed,26636442343582364085450577382137678549177,20504411,1,1
5,-1:1;1:25;1:33,obstructed,26250257156555098356546237617023842575491,401,1,1
5,-1:1;1:26;1:27,obstructed,25876215674123485098355742341123647869263,21312833,1,1
5,-1:1;1:26;1:28,obstructed,26571649095876271710174843028133909710111,401,1,1
5,-1:1;1:26;1:29,obstructed,26633783243617250569347261416644436249587,207833,1,1
5,-1:1;1:26;1:30,obstructed,26639834554930551054811316201695828280659,479317,1,1
5,-1:1;1:26;1:31,survivor,26615112205903370636470204019072912820289,,,
5,-1:1;1:26;1:32,obstructed,26635854986073289000942519123200127289837,1607,1,1
5,-1:1;1:26;1:33,obstructed,26248332061400033908281427260237805795439,15842551,1,1
5,-1:1;1:27;1:28,survivor,25873844445967043176276081355280835407953,,,
5,-1:1;1:27;1:29,obstructed,26568551954705568645625599359465146382693,42991621,1,1
5,-1:1;1:27;1:30,obstructed,26633219436895512630796264253572378218727,2411,1,1
5,-1:1;1:27;1:31,obstructed,26632845386369815376850295129551475646279,401,1,1
5,-1:1;1:27;1:32,obstructed,26635119886866509813672086474044428916181,1741,1,1
5,-1:1;1:27;1:33,obstructed,26248425367215322190886157865254027136269,38189,1,1
5,-1:1;1:28;1:29,survivor,25873677105837355533428659419621424334509,,,
5,-1:1;1:28;1:30,obstructed,26568449040964302274620434165435367857219,29881,1,1
5,-1:1;1:28;1:31,obstructed,26632223114700246838689084614663966953741,177112816423,1,1
5,-1:1;1:28;1:32,obstructed,26629755090511645873306757099285173714321,2411,1,1
5,-1:1;1:28;1:33,obstructed,26248277217675161717825332791205316765629,336657959219,1,1
5,-1:1;1:29;1:30,obstructed,25873643709961019246125790928005262329051,2666128384543384699,1,1
5,-1:1;1:29;1:31,obstructed,26568230117029620178258717266923209708457,937,1,1
5,-1:1;1:29;1:32,survivor,26605962106005409465342545143332715348711,,,
5,-1:1;1:29;1:33,obstructed,26247734320890094832037969384185822152273,1079101,1,1
5,-1:1;1:30;1:31,obstructed,25873609802479732736166990979637610796111,937,2,2
5,-1:1;1:30;1:32,survivor,26559604288979091393326189346991082843399,,,
